gsa,cve,rel_cve,cca,cve_h,cca_d,rel_cveh,mean_angle,edges
139160.15625,231574.5634191176,13284.122242647058,61633.54013480392,18.62745098039216,13.72549019607843,2.941176470588235,9.549987082008723,5
177734.375,22259.88051470588,8138.020833333333,81021.17800245098,12.745098039215684,9.803921568627452,2.941176470588235,12.656315739567706,5
77392.578125,244140.625,40690.10416666666,4308.363970588235,13.72549019607843,5.88235294117647,3.92156862745098,8.170711502566265,5
202392.578125,1479563.9935661764,13164.445465686274,88321.46139705881,21.56862745098039,8.823529411764707,2.941176470588235,4.20729016695238,4
56396.484375,107110.71537990196,75875.07659313724,6462.545955882352,14.705882352941176,3.92156862745098,9.803921568627452,11.351089244362646,5
247558.59375,985897.2886029412,828163.2965686274,64864.81311274509,30.392156862745097,19.607843137254903,10.784313725490197,13.154163667483132,6
327148.4375,425809.97242647054,31834.022671568626,233369.7150735294,23.52941176470588,18.62745098039216,3.92156862745098,11.3510862779975,6
90576.171875,518798.828125,8377.374387254902,8856.081495098038,19.607843137254903,7.84313725490196,2.941176470588235,8.102544195655513,4
26855.46875,106153.30116421568,0.0,0.0,21.56862745098039,0.0,0.0,0.0,5
135742.1875,469013.2889093137,214460.78431372548,25850.18382352941,20.58823529411765,9.803921568627452,7.84313725490196,10.128923562754837,6
13916.015625,11608.647365196077,0.0,0.0,7.84313725490196,0.0,0.0,7.319195341524221,10
397949.21875,107230.39215686274,25610.830269607843,149356.61764705885,18.62745098039216,12.745098039215684,5.88235294117647,12.13889901363644,4
23193.359375,48947.80177696078,0.0,0.0,13.72549019607843,0.0,0.0,3.5903226021396164,6
57373.046875,312835.0949754902,100289.13909313724,1914.828431372549,21.56862745098039,1.96078431372549,11.76470588235294,17.490818611214927,6
31494.140625,165991.68964460783,0.0,0.0,17.647058823529413,0.0,0.0,0.0,7
40039.0625,107469.74571078432,10531.55637254902,478.7071078431373,12.745098039215684,0.9803921568627452,4.901960784313726,10.190586843966935,7
15380.859375,14121.859681372547,2034.5052083333333,478.7071078431373,12.745098039215684,0.9803921568627452,5.88235294117647,0.0,5
26367.1875,85449.21875,0.0,0.0,16.666666666666668,0.0,0.0,11.660364010822864,6
117675.78125,587732.6516544117,442445.0444240196,8138.020833333333,19.607843137254903,5.88235294117647,11.76470588235294,10.265734774188834,4
157226.5625,262810.20220588235,31474.99234068628,41527.84160539216,15.68627450980392,8.823529411764707,4.901960784313726,8.209460558295302,6
13916.015625,8975.758272058823,0.0,0.0,7.84313725490196,0.0,0.0,9.90230892055539,10
13916.015625,7060.9298406862745,0.0,0.0,6.862745098039215,0.0,0.0,12.36929506788246,10
186279.296875,635124.6553308823,3829.656862745098,39134.30606617647,20.58823529411765,11.76470588235294,4.901960784313726,10.951094226454828,7
16113.28125,12207.03125,0.0,0.0,12.745098039215684,0.0,0.0,10.952881920679916,6
17822.265625,6223.192401960784,718.0606617647059,478.7071078431373,6.862745098039215,0.9803921568627452,3.92156862745098,14.066230076801713,6
56640.625,378537.6455269608,2034.5052083333333,957.4142156862744,20.58823529411765,0.9803921568627452,1.96078431372549,8.706083211083135,9
104248.046875,600179.0364583333,7539.636948529412,12326.708026960783,19.607843137254903,5.88235294117647,3.92156862745098,9.097287310360544,7
60058.59375,226428.46200980392,0.0,0.0,11.76470588235294,0.0,0.0,9.454559903506947,6
68847.65625,260177.3131127451,21541.81985294117,4188.687193627451,14.705882352941176,3.92156862745098,3.92156862745098,10.56969219918143,6
74218.75,259937.95955882352,0.0,0.0,12.745098039215684,0.0,0.0,8.17092273717682,7
26611.328125,14361.213235294115,5983.838848039215,957.4142156862744,4.901960784313726,0.9803921568627452,2.941176470588235,13.864866728216892,6
267333.984375,258382.1614583333,4787.071078431372,142535.0413602941,16.666666666666668,12.745098039215684,2.941176470588235,11.12545387059323,7
164062.5,129250.91911764703,5505.131740196078,47990.3875612745,19.607843137254903,13.72549019607843,4.901960784313726,8.067184842564286,7
163818.359375,124583.52481617646,111179.7257965686,24294.385723039213,13.72549019607843,8.823529411764707,4.901960784313726,20.412968376672943,5
17822.265625,14839.920343137252,0.0,0.0,9.803921568627452,0.0,0.0,11.55291571456002,6
